,County,Year,Metro,State,Avg_Annual_Rent,Med_Annual_Income,County_Population,Rent_Income,Percent_AnnualRent_Change,Percent_Pop_Change,Percent_AnnualIncome_Change
898,"Flathead County, Montana",2014,"Kalispell, Montana",Montana,13736,47362,94924,0.290021536,-0.02553916,0.019942408,-0.009204636
899,"Flathead County, Montana",2015,"Kalispell, Montana",Montana,16589,46899,96165,0.353717563,0.207702388,0.013073617,-0.00977577
900,"Flathead County, Montana",2016,"Kalispell, Montana",Montana,18543,50142,98082,0.36980974,0.117788896,0.019934488,0.069148596
901,"Florence County, South Carolina",2013,"Florence, South Carolina",South Carolina,10763.125,41331,138326,0.260412886,NA,NA,NA
902,"Florence County, South Carolina",2014,"Florence, South Carolina",South Carolina,9954.75,43148,139231,0.230711736,-0.075105975,0.006542516,0.043962159
903,"Florence County, South Carolina",2015,"Florence, South Carolina",South Carolina,10761.875,40883,138900,0.263235942,0.081079384,-0.002377344,-0.052493742
904,"Florence County, South Carolina",2016,"Florence, South Carolina",South Carolina,10952.25,46524,138742,0.235410756,0.017689761,-0.001137509,0.137979111
905,"Floyd County, Georgia",2013,"Rome, Georgia",Georgia,11226,37296,95821,0.300997426,NA,NA,NA
906,"Floyd County, Georgia",2014,"Rome, Georgia",Georgia,10291.6,41752,96063,0.246493581,-0.083235347,0.002525542,0.119476619
907,"Floyd County, Georgia",2015,"Rome, Georgia",Georgia,11057.8,40510,96504,0.2729647,0.074449065,0.004590737,-0.029747078
908,"Floyd County, Georgia",2016,"Rome, Georgia",Georgia,12314.6,49865,96560,0.246958789,0.113657328,0.000580287,0.230930634
909,"Floyd County, Indiana",2013,"Louisville, Indiana",Indiana,12976.2,57401,76244,0.226062264,NA,NA,NA
910,"Floyd County, Indiana",2014,"Louisville, Indiana",Indiana,13273.6,52819,76179,0.251303508,0.022918882,-0.000852526,-0.079824393
911,"Floyd County, Indiana",2015,"Louisville, Indiana",Indiana,14276,58096,76778,0.245731204,0.075518322,0.007863059,0.09990723
912,"Floyd County, Indiana",2016,"Louisville, Indiana",Indiana,14502.4,58586,76990,0.247540368,0.015858784,0.002761208,0.008434316
913,"Fond du Lac County, Wisconsin",2013,"Fond du Lac, Wisconsin",Wisconsin,11572,54198,101798,0.213513414,NA,NA,NA
914,"Fond du Lac County, Wisconsin",2014,"Fond du Lac, Wisconsin",Wisconsin,11209.11111,51717,101759,0.216739392,-0.03135922,-0.000383112,-0.045776597
915,"Fond du Lac County, Wisconsin",2015,"Fond du Lac, Wisconsin",Wisconsin,11643.88889,57620,101973,0.202080682,0.038787891,0.002103008,0.114140418
916,"Fond du Lac County, Wisconsin",2016,"Fond du Lac, Wisconsin",Wisconsin,10106,58310,102144,0.17331504,-0.132076912,0.001676914,0.011975009
917,"Forrest County, Mississippi",2013,"Hattiesburg, Mississippi",Mississippi,11958,35422,77059,0.33758681,NA,NA,NA
918,"Forrest County, Mississippi",2014,"Hattiesburg, Mississippi",Mississippi,12088,38904,76330,0.310713551,0.010871383,-0.009460284,0.098300491
919,"Forrest County, Mississippi",2015,"Hattiesburg, Mississippi",Mississippi,13369,33779,75944,0.395778442,0.105972866,-0.005056989,-0.131734526
920,"Forrest County, Mississippi",2016,"Hattiesburg, Mississippi",Mississippi,13607,37275,75979,0.365043595,0.017802379,0.000460866,0.103496255
921,"Forsyth County, Georgia",2013,"Atlanta, Georgia",Georgia,18641,86052,195405,0.216624831,NA,NA,NA
922,"Forsyth County, Georgia",2014,"Atlanta, Georgia",Georgia,19443,85639,204302,0.227034412,0.043023443,0.045531076,-0.004799424
923,"Forsyth County, Georgia",2015,"Atlanta, Georgia",Georgia,20659,94537,212438,0.218528195,0.062541789,0.039823399,0.10390126
924,"Forsyth County, Georgia",2016,"Atlanta, Georgia",Georgia,20660,100909,221009,0.204738923,4.84E-05,0.040345889,0.067402181
925,"Forsyth County, North Carolina",2013,"Winston-Salem, North Carolina",North Carolina,12856.77778,45580,361220,0.282070596,NA,NA,NA
926,"Forsyth County, North Carolina",2014,"Winston-Salem, North Carolina",North Carolina,12957.33333,45220,365298,0.286539879,0.00782121,0.011289519,-0.007898201
927,"Forsyth County, North Carolina",2015,"Winston-Salem, North Carolina",North Carolina,13296.88889,46477,369019,0.28609611,0.026205666,0.010186204,0.027797435
928,"Forsyth County, North Carolina",2016,"Winston-Salem, North Carolina",North Carolina,13418.88889,48271,371511,0.277990696,0.009175079,0.00675304,0.038599738
929,"Fort Bend County, Texas",2013,"Houston, Texas",Texas,20419.375,88023,652365,0.231977722,NA,NA,NA
930,"Fort Bend County, Texas",2014,"Houston, Texas",Texas,21207.125,87973,685345,0.24106402,0.038578556,0.050554521,-0.000568033
931,"Fort Bend County, Texas",2015,"Houston, Texas",Texas,22360.5,95389,716087,0.234413821,0.054386203,0.04485624,0.084298592
932,"Fort Bend County, Texas",2016,"Houston, Texas",Texas,22012.0625,90680,741237,0.242744403,-0.015582724,0.035121431,-0.049366279
933,"Franklin County, Massachusetts",2013,"Greenfield Town, Massachusetts",Massachusetts,19543.23529,52339,71221,0.373397186,NA,NA,NA
934,"Franklin County, Massachusetts",2014,"Greenfield Town, Massachusetts",Massachusetts,19939.47059,55572,70862,0.358804265,0.020274805,-0.005040648,0.061770382
935,"Franklin County, Massachusetts",2015,"Greenfield Town, Massachusetts",Massachusetts,21288.64706,58613,70601,0.363206918,0.067663605,-0.003683215,0.054721802
936,"Franklin County, Massachusetts",2016,"Greenfield Town, Massachusetts",Massachusetts,21757.76471,57106,70382,0.381006632,0.022036048,-0.003101939,-0.02571102
937,"Franklin County, Missouri",2013,"St. Louis, Missouri",Missouri,9696.75,50502,101816,0.192007247,NA,NA,NA
938,"Franklin County, Missouri",2014,"St. Louis, Missouri",Missouri,10679.125,51682,102084,0.206631419,0.101309717,0.002632199,0.023365411
939,"Franklin County, Missouri",2015,"St. Louis, Missouri",Missouri,10431.875,48694,102426,0.214233273,-0.023152646,0.003350182,-0.0578151
940,"Franklin County, Missouri",2016,"St. Louis, Missouri",Missouri,11132.375,55359,102838,0.201094221,0.067149961,0.004022416,0.13687518
941,"Franklin County, Ohio",2013,"Columbus, Ohio",Ohio,16861,51460,1212263,0.327652546,NA,NA,NA
942,"Franklin County, Ohio",2014,"Columbus, Ohio",Ohio,17199.04348,53180,1231393,0.323411874,0.020048839,0.015780404,0.033424019
943,"Franklin County, Ohio",2015,"Columbus, Ohio",Ohio,18162.73913,53882,1251722,0.337083611,0.056031933,0.016508946,0.013200451
944,"Franklin County, Ohio",2016,"Columbus, Ohio",Ohio,18804.78261,56055,1264518,0.33547021,0.035349485,0.010222717,0.040328867
945,"Franklin County, Pennsylvania",2013,"Chambersburg, Pennsylvania",Pennsylvania,12229.66667,54303,152085,0.225211621,NA,NA,NA
946,"Franklin County, Pennsylvania",2014,"Chambersburg, Pennsylvania",Pennsylvania,13009,49487,152892,0.262877119,0.063724822,0.005306243,-0.088687549
947,"Franklin County, Pennsylvania",2015,"Chambersburg, Pennsylvania",Pennsylvania,13340.16667,57960,153638,0.230161606,0.025456735,0.004879261,0.171216683
948,"Franklin County, Pennsylvania",2016,"Chambersburg, Pennsylvania",Pennsylvania,13526.61111,60559,153851,0.223362524,0.013976171,0.001386376,0.04484127
949,"Franklin County, Washington",2013,"Kennewick, Washington",Washington,12931,56631,86638,0.228337836,NA,NA,NA
950,"Franklin County, Washington",2014,"Kennewick, Washington",Washington,13205.66667,57890,87809,0.228116543,0.021240946,0.013516009,0.02223164
951,"Franklin County, Washington",2015,"Kennewick, Washington",Washington,13592.33333,59664,88807,0.227814651,0.029280359,0.011365578,0.030644325
952,"Franklin County, Washington",2016,"Kennewick, Washington",Washington,14109,57670,90160,0.244650598,0.038011624,0.015235286,-0.033420488
953,"Frederick County, Maryland",2013,"Washington, Maryland",Maryland,21174.6,84308,241409,0.25115766,NA,NA,NA
954,"Frederick County, Maryland",2014,"Washington, Maryland",Maryland,20924.06667,84203,243675,0.248495501,-0.011831786,0.00938656,-0.001245433
955,"Frederick County, Maryland",2015,"Washington, Maryland",Maryland,21693.53333,83819,245322,0.258814032,0.036774241,0.006759003,-0.004560408
956,"Frederick County, Maryland",2016,"Washington, Maryland",Maryland,21507,90043,247591,0.238852548,-0.008598569,0.009249069,0.07425524
957,"Frederick County, Virginia",2013,"Winchester, Virginia",Virginia,17016.375,69332,81319,0.245433205,NA,NA,NA
958,"Frederick County, Virginia",2014,"Winchester, Virginia",Virginia,17240.5,66167,82377,0.2605604,0.013171137,0.01301049,-0.045649916
959,"Frederick County, Virginia",2015,"Winchester, Virginia",Virginia,17492,71993,83199,0.242968066,0.014587744,0.009978513,0.088049934
960,"Frederick County, Virginia",2016,"Winchester, Virginia",Virginia,17600.625,69827,84421,0.252060449,0.006209982,0.014687677,-0.030086258
961,"Fresno County, California",2013,"Fresno, California",California,13807.84,43925,955272,0.31435037,NA,NA,NA
962,"Fresno County, California",2014,"Fresno, California",California,13958.24,43423,965974,0.321448081,0.010892363,0.011203092,-0.011428571
963,"Fresno County, California",2015,"Fresno, California",California,14775.28,46949,974861,0.314709152,0.0585346,0.009200041,0.081201207
964,"Fresno County, California",2016,"Fresno, California",California,15350.56,48715,979915,0.315109515,0.038935303,0.005184329,0.037615285
965,"Fulton County, Georgia",2013,"Atlanta, Georgia",Georgia,16033.46154,55914,984293,0.286752183,NA,NA,NA
966,"Fulton County, Georgia",2014,"Atlanta, Georgia",Georgia,17034.38462,55807,996319,0.305237419,0.062427136,0.012217907,-0.001913653
967,"Fulton County, Georgia",2015,"Atlanta, Georgia",Georgia,18160.30769,60291,1010562,0.301210922,0.06609708,0.014295622,0.080348343
968,"Fulton County, Georgia",2016,"Atlanta, Georgia",Georgia,19036.61538,63510,1023336,0.299742015,0.048254011,0.012640491,0.053391053
969,"Gallatin County, Montana",2013,"Bozeman, Montana",Montana,14836.6,58809,94720,0.252284514,NA,NA,NA
970,"Gallatin County, Montana",2014,"Bozeman, Montana",Montana,15801.4,50238,97308,0.314530833,0.065028376,0.027322635,-0.145742999
971,"Gallatin County, Montana",2015,"Bozeman, Montana",Montana,17301.2,57535,100739,0.300707395,0.09491564,0.035259177,0.145248617
972,"Gallatin County, Montana",2016,"Bozeman, Montana",Montana,18349.2,61211,104502,0.299769649,0.060573833,0.037353954,0.063891544
973,"Galveston County, Texas",2013,"Houston, Texas",Texas,16136.25,60869,306782,0.265097997,NA,NA,NA
974,"Galveston County, Texas",2014,"Houston, Texas",Texas,17862.5625,57991,314198,0.308023012,0.1069835,0.024173517,-0.047281868
975,"Galveston County, Texas",2015,"Houston, Texas",Texas,19118.75,69190,322225,0.276322445,0.070325156,0.025547585,0.193116173
976,"Galveston County, Texas",2016,"Houston, Texas",Texas,19881.375,64939,329431,0.306154622,0.039888853,0.022363255,-0.061439514
977,"Garland County, Arkansas",2013,"Hot Springs, Arkansas",Arkansas,13747.33333,39589,97173,0.347251341,NA,NA,NA
978,"Garland County, Arkansas",2014,"Hot Springs, Arkansas",Arkansas,12294.16667,41032,97322,0.299623871,-0.105705349,0.001533348,0.036449519
979,"Garland County, Arkansas",2015,"Hot Springs, Arkansas",Arkansas,12877.16667,37013,97177,0.347909293,0.047420864,-0.0014899,-0.097947943
980,"Garland County, Arkansas",2016,"Hot Springs, Arkansas",Arkansas,12995.83333,42826,97477,0.303456623,0.009215278,0.00308715,0.157052927
981,"Gaston County, North Carolina",2013,"Charlotte, North Carolina",North Carolina,10573.63636,41728,209420,0.253394276,NA,NA,NA
982,"Gaston County, North Carolina",2014,"Charlotte, North Carolina",North Carolina,10817.90909,41011,211127,0.263780671,0.023102055,0.008151084,-0.017182707
983,"Gaston County, North Carolina",2015,"Charlotte, North Carolina",North Carolina,11054.90909,44293,213442,0.249585919,0.021908115,0.010964964,0.08002731
984,"Gaston County, North Carolina",2016,"Charlotte, North Carolina",North Carolina,11638.27273,48711,216965,0.238924939,0.052769646,0.016505655,0.099744881
985,"Geauga County, Ohio",2013,"Cleveland, Ohio",Ohio,17286.09091,66428,93972,0.260222962,NA,NA,NA
986,"Geauga County, Ohio",2014,"Cleveland, Ohio",Ohio,17210.90909,72001,94295,0.239037084,-0.004349267,0.003437194,0.083895345
987,"Geauga County, Ohio",2015,"Cleveland, Ohio",Ohio,18503.63636,75895,94102,0.243805736,0.075110923,-0.002046768,0.054082582
988,"Geauga County, Ohio",2016,"Cleveland, Ohio",Ohio,18439.63636,76384,94060,0.241407053,-0.00345878,-0.000446324,0.006443112
989,"Genesee County, Michigan",2013,"Flint, Michigan",Michigan,8706.833333,41249,415376,0.211079865,NA,NA,NA
990,"Genesee County, Michigan",2014,"Flint, Michigan",Michigan,9306.555556,41682,412895,0.223275168,0.068879488,-0.005972902,0.010497224
991,"Genesee County, Michigan",2015,"Flint, Michigan",Michigan,10091.61111,44025,410849,0.229224557,0.084355114,-0.004955255,0.056211314
992,"Genesee County, Michigan",2016,"Flint, Michigan",Michigan,10600.27778,43955,408615,0.241162047,0.050404902,-0.005437521,-0.001590006
993,"Gloucester County, New Jersey",2013,"Philadelphia, New Jersey",New Jersey,19555.19355,71355,290265,0.274054986,NA,NA,NA
994,"Gloucester County, New Jersey",2014,"Philadelphia, New Jersey",New Jersey,20045.6129,79704,290951,0.251500714,0.025078727,0.002363358,0.117006517
995,"Gloucester County, New Jersey",2015,"Philadelphia, New Jersey",New Jersey,20735.35484,77565,291479,0.267328754,0.034408623,0.001814739,-0.026836796
996,"Gloucester County, New Jersey",2016,"Philadelphia, New Jersey",New Jersey,21098.32258,79879,292330,0.264128527,0.017504776,0.002919593,0.029833043
997,"Glynn County, Georgia",2013,"Brunswick, Georgia",Georgia,37108.33333,41502,81508,0.894133616,NA,NA,NA
998,"Glynn County, Georgia",2014,"Brunswick, Georgia",Georgia,40002,47333,82175,0.845118628,0.077978891,0.008183246,0.140499253
999,"Glynn County, Georgia",2015,"Brunswick, Georgia",Georgia,48471,46125,83579,1.050861789,0.211714414,0.017085488,-0.025521306
1000,"Glynn County, Georgia",2016,"Brunswick, Georgia",Georgia,51886,48926,84502,1.06049953,0.070454499,0.011043444,0.060726287
1001,"Grafton County, New Hampshire",2013,"Claremont, New Hampshire",New Hampshire,16043.05,56370,89629,0.284602626,NA,NA,NA
1002,"Grafton County, New Hampshire",2014,"Claremont, New Hampshire",New Hampshire,16177.6,57210,89658,0.282775739,0.008386809,0.000323556,0.014901543
1003,"Grafton County, New Hampshire",2015,"Claremont, New Hampshire",New Hampshire,16286.4,58183,89320,0.279916814,0.006725349,-0.003769881,0.017007516
1004,"Grafton County, New Hampshire",2016,"Claremont, New Hampshire",New Hampshire,16704.2,61520,88888,0.271524707,0.025653306,-0.004836543,0.057353523
1005,"Grand Forks County, North Dakota",2013,"Grand Forks, North Dakota",North Dakota,13540,49248,69179,0.274935023,NA,NA,NA
1006,"Grand Forks County, North Dakota",2014,"Grand Forks, North Dakota",North Dakota,14057,49532,70138,0.283796334,0.038183161,0.013862588,0.005766732
1007,"Grand Forks County, North Dakota",2015,"Grand Forks, North Dakota",North Dakota,16004,51264,70916,0.31218789,0.138507505,0.011092418,0.034967294
1008,"Grand Forks County, North Dakota",2016,"Grand Forks, North Dakota",North Dakota,15434,50008,71083,0.308630619,-0.035616096,0.002354899,-0.024500624
1009,"Grand Traverse County, Michigan",2013,"Traverse City, Michigan",Michigan,12451.66667,50830,89987,0.244966883,NA,NA,NA
1010,"Grand Traverse County, Michigan",2014,"Traverse City, Michigan",Michigan,12433.83333,57312,90782,0.216949912,-0.001432205,0.008834609,0.127523116
1011,"Grand Traverse County, Michigan",2015,"Traverse City, Michigan",Michigan,13830.66667,55013,91636,0.251407243,0.112341327,0.009407151,-0.040113763
1012,"Grand Traverse County, Michigan",2016,"Traverse City, Michigan",Michigan,14812.83333,58532,92084,0.253072393,0.071013689,0.004888908,0.063966699
1013,"Grant County, Indiana",2013,"Marion, Indiana",Indiana,9266.777778,38665,69126,0.239668377,NA,NA,NA
1014,"Grant County, Indiana",2014,"Marion, Indiana",Indiana,9718.333333,39851,68569,0.243866737,0.048728433,-0.00805775,0.030673736
1015,"Grant County, Indiana",2015,"Marion, Indiana",Indiana,9830.222222,38645,67979,0.254372421,0.011513177,-0.008604471,-0.030262729
1016,"Grant County, Indiana",2016,"Marion, Indiana",Indiana,9917,37117,66937,0.267182154,0.008827652,-0.015328263,-0.039539397
1017,"Grant County, Washington",2013,"Moses Lake, Washington",Washington,10423.3,46728,91878,0.22306326,NA,NA,NA
1018,"Grant County, Washington",2014,"Moses Lake, Washington",Washington,11055.3,51949,93147,0.212810641,0.060633389,0.013811794,0.111731724
1019,"Grant County, Washington",2015,"Moses Lake, Washington",Washington,10988.1,51667,93259,0.212671531,-0.006078532,0.001202401,-0.005428401
1020,"Grant County, Washington",2016,"Moses Lake, Washington",Washington,10985.2,48335,93546,0.227272163,-0.000263922,0.003077451,-0.064489907
1021,"Grays Harbor County, Washington",2013,"Aberdeen, Washington",Washington,10056.5,41315,71078,0.243410384,NA,NA,NA
1022,"Grays Harbor County, Washington",2014,"Aberdeen, Washington",Washington,10526.625,43356,70818,0.242795115,0.046748372,-0.003657953,0.049400944
1023,"Grays Harbor County, Washington",2015,"Aberdeen, Washington",Washington,10814.5,44122,71122,0.245104483,0.027347322,0.004292694,0.017667682
1024,"Grays Harbor County, Washington",2016,"Aberdeen, Washington",Washington,11093.5,49623,71628,0.223555609,0.025798696,0.007114536,0.124677032
1025,"Grayson County, Texas",2013,"Sherman, Texas",Texas,12852.92308,44378,122353,0.289623757,NA,NA,NA
1026,"Grayson County, Texas",2014,"Sherman, Texas",Texas,13312.53846,52058,123534,0.255725123,0.0357596,0.009652399,0.173058723
1027,"Grayson County, Texas",2015,"Sherman, Texas",Texas,14130.76923,48126,125467,0.293620272,0.061463167,0.015647514,-0.075531138
1028,"Grayson County, Texas",2016,"Sherman, Texas",Texas,13784.92308,52095,128235,0.26461125,-0.024474687,0.022061578,0.082471014
1029,"Greene County, Missouri",2013,"Springfield, Missouri",Missouri,9505.454545,37779,283870,0.251606833,NA,NA,NA
1030,"Greene County, Missouri",2014,"Springfield, Missouri",Missouri,9692.181818,39611,285865,0.244684098,0.019644223,0.007027865,0.048492549
1031,"Greene County, Missouri",2015,"Springfield, Missouri",Missouri,9787.909091,43675,288072,0.224107821,0.009876752,0.007720427,0.102597763
1032,"Greene County, Missouri",2016,"Springfield, Missouri",Missouri,9931.454545,42062,288690,0.236114653,0.014665589,0.002145297,-0.036931883
1033,"Greene County, Ohio",2013,"Dayton, Ohio",Ohio,14674.25,59872,163204,0.2450937,NA,NA,NA
1034,"Greene County, Ohio",2014,"Dayton, Ohio",Ohio,14984.375,58396,163820,0.256599339,0.021133959,0.003774417,-0.024652592
1035,"Greene County, Ohio",2015,"Dayton, Ohio",Ohio,15213.625,59803,164427,0.254395682,0.01529927,0.003705286,0.024094116
